vehicle_id,vehicle_type,stop_id,cargo_type,x_km,y_km,arrival_hhmm,arrival_min,service_min,packages,has_hazard,expiration_min
G2-01,Camiones Medios con Rampa,G0026,general,16.23,16.4,11:29,329.7,3.5,3,False,
G2-01,Camiones Medios con Rampa,G0029,general,16.35,15.92,11:35,335.2,2.5,1,False,
G2-01,Camiones Medios con Rampa,G0414,general,15.55,15.83,11:40,340.9,3.5,3,False,
G2-01,Camiones Medios con Rampa,G0006,general,15.16,16.52,11:47,347.6,3.5,3,True,
G2-01,Camiones Medios con Rampa,G0619,general,13.28,16.15,11:58,358.8,3.5,3,True,
G2-01,Camiones Medios con Rampa,G0037,general,13.2,16.41,12:03,363.3,3.0,2,False,
G2-01,Camiones Medios con Rampa,G0005,general,13.72,14.33,12:14,374.9,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0067,general,12.51,19.88,09:00,180,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0062,general,12.45,19.95,09:03,183.9,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0076,general,12.0,20.06,09:09,189.2,3.5,3,True,
G2-02,Camiones Medios con Rampa,G0263,general,11.91,20.31,09:13,193.8,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0082,general,11.12,20.69,09:19,199.8,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0078,general,11.12,20.82,09:23,203.3,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0055,general,11.31,21.23,09:28,208.1,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0085,general,11.24,21.33,09:31,211.6,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0064,general,11.61,21.52,09:36,216.3,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0046,general,11.67,21.33,09:40,220.6,3.0,2,True,
G2-02,Camiones Medios con Rampa,G0063,general,12.0,21.31,09:44,224.9,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0087,general,12.19,21.58,09:49,229.7,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0072,general,12.43,21.66,09:54,234.2,2.5,1,True,
G2-02,Camiones Medios con Rampa,G0065,general,12.61,21.7,09:57,237.5,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0071,general,12.56,21.88,10:01,241.2,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0517,general,12.44,22.08,10:05,245.7,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0084,general,12.28,21.98,10:09,249.9,3.5,3,True,
G2-02,Camiones Medios con Rampa,G0050,general,11.98,22.39,10:15,255.5,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0069,general,11.55,22.3,10:20,260.7,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0073,general,11.39,22.26,10:24,264.9,3.0,2,True,
G2-02,Camiones Medios con Rampa,G0049,general,11.11,22.17,10:29,269.1,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0512,general,11.32,21.97,10:32,272.7,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0501,general,11.69,21.9,10:36,276.8,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0088,general,10.67,22.07,10:43,283.9,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0230,general,10.65,21.54,10:48,288.6,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0166,general,10.8,21.16,10:52,292.7,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0502,general,10.51,22.87,11:02,302.1,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0056,general,10.78,23.27,11:07,307.0,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0066,general,10.05,23.03,11:13,313.1,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0521,general,9.82,23.54,11:17,317.9,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0061,general,9.58,23.94,11:22,322.2,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0480,general,10.5,24.23,11:29,329.1,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0052,general,10.84,24.28,11:33,334.0,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0051,general,11.1,24.63,11:38,338.2,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0081,general,11.79,23.4,11:46,346.8,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0074,general,11.69,23.32,11:49,349.9,3.5,3,True,
G2-02,Camiones Medios con Rampa,G0047,general,11.74,23.1,11:54,354.2,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0068,general,12.4,23.35,11:59,359.5,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0059,general,12.4,23.4,12:03,363.3,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0045,general,13.3,22.98,12:10,370.2,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0080,general,13.61,23.26,12:14,374.9,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0053,general,13.87,23.44,12:19,379.2,2.5,1,False,
G2-02,Camiones Medios con Rampa,G0048,general,13.04,21.93,12:28,388.6,3.5,3,False,
G2-02,Camiones Medios con Rampa,G0060,general,12.94,21.74,12:32,392.9,3.0,2,False,
G2-02,Camiones Medios con Rampa,G0083,general,12.8,20.39,12:41,401.3,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0109,general,15.44,20.35,09:00,180,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0107,general,15.39,20.56,09:03,183.4,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0093,general,15.41,20.98,09:07,187.6,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0095,general,14.89,21.25,09:12,192.9,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0116,general,14.69,21.72,09:17,197.4,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0104,general,15.0,21.77,09:22,202.2,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0017,general,15.24,21.81,09:25,205.6,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0125,general,15.31,21.81,09:28,208.9,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0103,general,15.21,22.28,09:33,213.8,3.0,2,True,
G2-03,Camiones Medios con Rampa,G0111,general,15.26,22.47,09:37,217.6,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0128,general,15.64,22.43,09:42,222.6,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0108,general,15.86,22.52,09:46,226.6,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0105,general,16.73,22.59,09:52,232.6,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0122,general,16.51,23.39,09:59,239.4,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0099,general,16.47,23.38,10:03,243.0,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0120,general,16.64,23.88,10:08,248.6,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0123,general,17.45,23.43,10:14,254.9,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0112,general,17.61,23.32,10:18,258.1,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0113,general,17.4,23.22,10:21,261.5,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0091,general,18.31,22.41,10:29,269.9,3.5,3,True,
G2-03,Camiones Medios con Rampa,G0129,general,18.03,22.07,10:35,275.2,3.0,2,True,
G2-03,Camiones Medios con Rampa,G0117,general,18.31,21.47,10:40,280.8,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0130,general,18.13,20.65,10:47,287.2,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0387,general,16.82,20.88,10:56,296.0,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0004,general,16.73,21.07,11:00,300.4,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0114,general,16.87,21.34,11:04,304.6,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0097,general,16.7,21.52,11:08,308.6,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0100,general,16.78,20.62,11:14,314.7,3.0,2,True,
G2-03,Camiones Medios con Rampa,G0089,general,16.6,20.44,11:18,318.7,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0018,general,16.46,20.27,11:23,323.0,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0392,general,16.39,20.57,11:26,326.7,3.0,2,True,
G2-03,Camiones Medios con Rampa,G0127,general,15.75,21.55,11:34,334.5,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0121,general,14.52,22.18,11:42,343.0,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0054,general,14.59,22.85,11:49,349.1,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0096,general,14.77,23.26,11:53,353.9,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0058,general,14.08,23.53,12:00,360.4,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0231,general,14.1,20.76,12:13,374.0,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0110,general,14.39,20.71,12:17,377.7,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0102,general,19.31,22.0,12:41,401.5,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0092,general,19.36,24.26,12:53,413.6,3.5,3,False,
G2-03,Camiones Medios con Rampa,G0115,general,17.92,24.81,13:03,423.2,3.0,2,False,
G2-03,Camiones Medios con Rampa,G0132,general,17.64,24.78,13:07,427.4,2.5,1,False,
G2-03,Camiones Medios con Rampa,G0098,general,16.17,25.9,13:17,437.2,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0158,general,10.69,15.28,09:00,180,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0145,general,10.58,15.14,09:03,183.7,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0554,general,10.22,15.22,09:08,188.7,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0647,general,10.59,15.51,09:14,194.0,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0135,general,10.68,15.65,09:17,197.2,3.5,3,True,
G2-04,Camiones Medios con Rampa,G0175,general,10.2,15.75,09:22,202.7,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0173,general,10.02,16.02,09:27,207.5,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0147,general,9.8,15.76,09:31,211.9,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0154,general,9.45,15.96,09:35,216.0,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0151,general,9.69,16.18,09:39,219.8,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0560,general,9.4,16.31,09:44,224.6,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0159,general,9.15,16.12,09:48,228.3,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0543,general,9.46,15.53,09:53,234.0,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0633,general,9.73,16.52,10:01,241.6,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0163,general,9.97,16.57,10:06,246.0,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0618,general,9.77,16.85,10:09,249.9,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0616,general,9.7,17.07,10:13,253.8,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0615,general,9.62,17.25,10:18,258.1,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0636,general,9.72,17.48,10:21,261.6,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0635,general,9.84,17.53,10:25,265.6,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0170,general,9.83,17.57,10:29,269.3,2.5,1,True,
G2-04,Camiones Medios con Rampa,G0227,general,9.72,17.67,10:32,272.4,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0516,general,9.91,18.01,10:37,277.5,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0256,general,10.11,18.07,10:41,281.8,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0234,general,9.9,18.32,10:46,286.6,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0486,general,9.5,18.26,10:51,291.7,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0623,general,9.07,17.57,10:57,297.4,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0172,general,9.18,17.42,11:01,301.7,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0631,general,9.24,17.23,11:04,305.0,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0150,general,9.2,16.79,11:09,309.7,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0630,general,9.92,17.25,11:16,316.2,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0650,general,10.15,16.99,11:21,321.0,3.0,2,False,
G2-04,Camiones Medios con Rampa,G0641,general,10.35,16.87,11:24,325.0,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0608,general,10.41,17.03,11:29,329.1,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0628,general,10.38,17.13,11:32,332.1,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0632,general,10.62,17.56,11:37,337.5,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0544,general,10.62,17.64,11:40,340.3,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0153,general,10.48,17.66,11:43,343.4,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0648,general,10.24,17.62,11:47,347.9,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0627,general,10.45,16.63,11:54,354.4,2.5,1,False,
G2-04,Camiones Medios con Rampa,G0165,general,10.54,16.19,11:58,358.7,3.5,3,False,
G2-04,Camiones Medios con Rampa,G0319,general,10.46,14.39,12:09,369.4,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0202,general,13.61,10.58,09:00,180,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0182,general,13.11,9.47,09:07,187.4,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0196,general,12.9,8.86,09:12,192.4,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0198,general,12.7,8.39,09:17,197.5,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0213,general,12.46,8.14,09:22,202.4,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0217,general,12.87,8.05,09:27,207.1,2.5,1,True,
G2-05,Camiones Medios con Rampa,G0218,general,13.15,7.64,09:31,211.6,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0201,general,13.46,7.37,09:36,216.7,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0185,general,13.89,7.93,09:42,222.5,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0215,general,14.19,8.07,09:47,227.4,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0181,general,13.75,8.62,09:53,233.2,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0192,general,14.28,8.87,09:59,239.0,3.5,3,True,
G2-05,Camiones Medios con Rampa,G0284,general,15.76,9.25,10:08,248.6,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0183,general,13.74,6.51,10:25,265.7,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0206,general,12.98,5.75,10:33,273.5,3.0,2,True,
G2-05,Camiones Medios con Rampa,G0212,general,12.7,6.75,10:40,280.6,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0187,general,12.74,7.23,10:46,286.1,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0199,general,12.32,7.19,10:50,290.3,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0190,general,12.19,7.02,10:54,294.7,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0189,general,12.04,6.8,10:58,298.7,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0194,general,11.58,7.1,11:03,303.4,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0216,general,11.19,6.86,11:07,307.8,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0208,general,11.37,6.28,11:13,313.7,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0220,general,11.65,5.81,11:18,318.9,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0191,general,11.68,5.63,11:22,322.1,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0179,general,11.06,4.66,11:29,329.7,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0193,general,11.67,3.64,11:36,337.0,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0204,general,12.28,7.44,11:55,355.4,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0203,general,12.38,7.64,11:59,359.3,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0195,general,11.83,7.53,12:04,364.5,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0207,general,11.21,7.72,12:09,369.6,2.5,1,False,
G2-05,Camiones Medios con Rampa,G0205,general,10.5,7.7,12:14,375.0,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0180,general,10.15,8.16,12:20,380.8,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0209,general,10.36,8.4,12:25,385.5,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0184,general,11.22,8.5,12:31,392.0,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0214,general,11.77,8.36,12:37,397.8,3.0,2,True,
G2-05,Camiones Medios con Rampa,G0177,general,12.06,8.56,12:42,402.2,3.5,3,False,
G2-05,Camiones Medios con Rampa,G0211,general,11.89,9.75,12:50,410.5,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0219,general,11.79,9.83,12:53,414.0,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0200,general,11.39,9.94,12:58,418.6,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0188,general,11.28,9.61,13:03,423.0,3.0,2,False,
G2-05,Camiones Medios con Rampa,G0178,general,11.33,10.91,13:11,431.2,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0614,general,11.59,19.13,09:00,180,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0232,general,11.85,19.46,09:05,185.2,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0505,general,11.44,19.71,09:10,190.1,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0139,general,11.36,19.63,09:14,194.0,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0075,general,11.15,19.85,09:17,197.7,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0238,general,10.98,20.26,09:22,202.5,3.0,2,True,
G2-06,Camiones Medios con Rampa,G0011,general,11.17,20.59,09:27,207.1,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0221,general,11.58,20.17,09:32,212.9,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0646,general,10.57,20.02,09:39,219.5,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0259,general,10.44,19.9,09:42,222.7,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0248,general,10.53,19.68,09:47,227.1,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0142,general,10.35,19.52,09:51,231.6,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0498,general,10.27,19.31,09:55,236.0,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0239,general,10.08,19.42,09:59,239.9,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0490,general,9.93,19.87,10:04,244.8,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0258,general,9.79,20.07,10:08,248.7,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0057,general,9.56,19.88,10:12,252.4,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0491,general,9.65,19.76,10:16,256.5,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0133,general,9.32,19.43,10:20,260.9,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0610,general,9.35,19.23,10:25,265.2,3.5,3,True,
G2-06,Camiones Medios con Rampa,G0537,general,9.16,18.99,10:29,269.9,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0251,general,9.18,18.89,10:32,272.8,3.0,2,True,
G2-06,Camiones Medios con Rampa,G0148,general,9.4,18.84,10:36,276.7,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0261,general,9.32,18.59,10:40,280.3,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0243,general,9.27,18.51,10:43,283.6,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0526,general,9.37,18.3,10:48,288.1,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0262,general,9.7,18.74,10:53,293.8,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0236,general,9.74,18.97,10:57,297.2,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0229,general,10.1,18.79,11:01,301.3,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0223,general,10.12,18.75,11:05,305.0,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0246,general,10.31,18.46,11:09,309.9,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0506,general,10.65,19.02,11:16,316.0,3.5,3,True,
G2-06,Camiones Medios con Rampa,G0640,general,10.74,18.98,11:19,319.9,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0242,general,10.84,19.36,11:24,324.5,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0070,general,10.64,19.39,11:27,327.8,3.5,3,True,
G2-06,Camiones Medios con Rampa,G0169,general,11.14,19.09,11:33,333.6,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0611,general,11.17,19.12,11:36,336.3,3.5,3,True,
G2-06,Camiones Medios con Rampa,G0645,general,11.2,18.8,11:41,341.1,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0222,general,10.29,20.3,11:51,351.6,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0508,general,9.9,20.45,11:56,356.8,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0487,general,9.86,20.6,12:00,360.4,2.5,1,True,
G2-06,Camiones Medios con Rampa,G0509,general,10.63,21.12,12:06,366.6,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0483,general,9.04,19.63,12:18,378.8,3.5,3,False,
G2-06,Camiones Medios con Rampa,G0497,general,8.69,19.8,12:23,383.9,2.5,1,False,
G2-06,Camiones Medios con Rampa,G0249,general,8.5,19.6,12:27,387.5,3.0,2,False,
G2-06,Camiones Medios con Rampa,G0224,general,8.98,19.07,12:33,393.4,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0300,general,15.75,8.8,09:00,180,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0210,general,15.36,7.8,09:06,186.8,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0292,general,15.34,6.65,09:13,193.9,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0273,general,15.47,6.03,09:19,199.4,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0296,general,15.37,5.65,09:23,203.5,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0282,general,15.77,5.56,09:27,207.7,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0295,general,15.8,5.31,09:31,211.6,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0290,general,16.27,5.16,09:37,217.1,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0286,general,16.21,4.56,09:42,222.5,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0266,general,15.77,4.41,09:47,227.9,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0274,general,15.83,4.25,09:52,232.1,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0264,general,16.07,3.65,09:58,238.1,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0299,general,16.17,3.68,10:01,241.6,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0304,general,15.73,3.05,10:07,247.6,3.5,3,True,
G2-07,Camiones Medios con Rampa,G0275,general,14.71,4.03,10:16,256.8,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0306,general,15.42,4.9,10:23,263.8,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0186,general,14.8,5.74,10:30,270.5,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0269,general,14.62,6.05,10:34,274.9,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0197,general,14.32,5.51,10:39,279.9,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0291,general,16.08,6.57,10:50,290.6,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0289,general,16.58,6.27,10:55,295.9,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0277,general,16.38,6.06,11:00,300.1,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0288,general,16.33,6.02,11:03,303.3,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0270,general,16.5,5.83,11:06,306.9,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0287,general,16.68,5.74,11:11,311.1,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0293,general,17.31,6.39,11:17,317.3,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0268,general,17.58,6.33,11:21,321.4,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0302,general,17.81,6.85,11:26,326.7,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0281,general,17.98,5.72,11:34,334.3,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0298,general,17.97,5.1,11:40,340.2,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0294,general,17.98,4.58,11:44,344.8,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0303,general,17.99,4.41,11:48,348.5,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0265,general,17.93,4.02,11:52,352.6,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0276,general,17.53,3.94,11:57,357.2,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0271,general,17.4,4.52,12:02,362.1,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0305,general,17.31,4.83,12:05,365.8,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0278,general,16.87,4.42,12:11,371.2,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0285,general,17.87,3.36,12:20,380.1,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0283,general,18.74,4.22,12:27,388.0,3.5,3,True,
G2-07,Camiones Medios con Rampa,G0272,general,18.68,4.61,12:33,393.1,3.5,3,False,
G2-07,Camiones Medios con Rampa,G0267,general,18.48,4.95,12:38,398.2,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0301,general,18.59,5.07,12:41,401.3,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0297,general,19.1,5.38,12:46,406.7,2.5,1,False,
G2-07,Camiones Medios con Rampa,G0280,general,19.17,4.84,12:51,411.3,3.0,2,False,
G2-07,Camiones Medios con Rampa,G0279,general,16.53,7.03,13:08,428.0,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0307,general,9.99,13.57,09:00,180,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0626,general,9.63,13.56,09:03,184.0,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0620,general,9.44,14.55,09:11,191.5,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0164,general,8.9,15.1,09:17,197.6,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0314,general,8.34,14.75,09:23,203.7,3.5,3,True,
G2-08,Camiones Medios con Rampa,G0341,general,8.37,14.65,09:27,207.6,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0320,general,8.12,14.2,09:33,213.2,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0349,general,7.92,13.91,09:37,217.6,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0347,general,7.65,13.92,09:42,222.2,3.0,2,False,
G2-08,Camiones Medios con Rampa,G0312,general,7.56,13.67,09:46,226.3,3.5,3,False,
G2-08,Camiones Medios con Rampa,G0327,general,7.51,13.55,09:50,230.3,2.5,1,True,
G2-08,Camiones Medios con Rampa,G0309,general,7.59,13.2,09:54,234.2,3.5,3,True,
G2-08,Camiones Medios con Rampa,G0310,general,7.54,13.12,09:58,238.1,2.5,1,False,
G2-08,Camiones Medios con Rampa,G0340,general,7.78,12.53,10:03,243.1,3.5,3,False,
